Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Total
2010,Persons,Mortality,Laryngeal cancer,0,0,0,0,0,0,0,1,0,2,16,14,27,34,45,41,41,33,0,254
2011,Persons,Mortality,Laryngeal cancer,0,0,0,0,0,0,0,0,2,3,8,7,31,30,27,32,29,38,0,207
1968,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1969,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1970,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1971,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1972,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1973,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1974,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1975,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1976,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1977,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1978,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1979,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1980,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1981,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1982,Male,Incidence,Liver cancer,2,1,0,2,2,0,3,1,2,10,25,16,26,31,21,17,4,5,0,168
1983,Male,Incidence,Liver cancer,2,0,0,0,0,0,2,3,8,6,17,20,30,25,20,14,7,5,0,159
1984,Male,Incidence,Liver cancer,2,0,0,0,0,3,3,3,5,4,11,21,27,23,23,21,13,4,0,163
1985,Male,Incidence,Liver cancer,5,0,0,1,1,2,1,3,1,8,12,18,32,36,19,22,4,1,0,166
1986,Male,Incidence,Liver cancer,0,0,0,0,2,2,0,3,2,7,18,21,47,37,39,17,14,0,0,209
1987,Male,Incidence,Liver cancer,3,0,0,0,0,1,6,5,5,7,10,23,34,45,43,17,17,6,0,222
1988,Male,Incidence,Liver cancer,2,0,0,0,1,2,4,2,9,8,14,15,38,44,33,28,18,9,0,227
1989,Male,Incidence,Liver cancer,3,0,0,0,2,1,5,6,4,7,10,31,49,50,44,25,15,3,0,255
1990,Male,Incidence,Liver cancer,3,0,0,0,1,2,5,3,6,15,19,26,43,48,47,25,21,5,0,269
1991,Male,Incidence,Liver cancer,2,0,1,3,0,2,8,6,12,14,22,20,45,62,47,32,9,7,0,292
1992,Male,Incidence,Liver cancer,0,0,1,0,1,3,2,7,12,14,26,30,51,64,51,43,28,10,0,343
1993,Male,Incidence,Liver cancer,2,1,1,0,0,1,5,5,13,16,29,35,51,67,76,33,16,18,0,369
1994,Male,Incidence,Liver cancer,5,0,1,0,2,1,6,6,12,15,29,33,37,80,78,44,21,11,0,381
1995,Male,Incidence,Liver cancer,6,0,0,0,0,0,2,5,12,17,23,36,59,62,70,54,19,12,0,377
1996,Male,Incidence,Liver cancer,4,0,2,1,0,4,2,8,11,20,22,40,45,86,87,56,21,18,0,427
1997,Male,Incidence,Liver cancer,5,2,0,0,1,1,2,8,18,17,25,31,59,94,94,54,26,25,0,462
1998,Male,Incidence,Liver cancer,7,3,1,1,0,4,5,4,19,22,23,54,63,79,84,63,28,9,0,469
1999,Male,Incidence,Liver cancer,3,0,1,0,3,3,4,4,18,21,26,48,58,94,83,88,36,20,0,510
2000,Male,Incidence,Liver cancer,4,0,0,0,0,0,2,7,16,31,42,65,65,102,108,75,43,23,0,583
2001,Male,Incidence,Liver cancer,6,0,0,2,0,1,7,10,16,38,55,50,71,78,106,105,58,27,0,630
2002,Male,Incidence,Liver cancer,3,0,0,0,0,1,1,11,29,37,51,58,72,94,101,107,56,35,0,656
2003,Male,Incidence,Liver cancer,5,1,2,3,1,1,2,8,21,39,54,60,66,96,102,95,63,25,0,644
2004,Male,Incidence,Liver cancer,3,1,0,1,2,0,3,7,14,46,64,68,82,103,107,92,78,37,0,708
2005,Male,Incidence,Liver cancer,3,0,1,1,0,3,3,7,15,66,79,77,105,92,109,107,59,36,0,763
2006,Male,Incidence,Liver cancer,8,0,2,1,1,3,3,7,19,54,86,83,121,104,108,127,84,53,0,864
2007,Male,Incidence,Liver cancer,3,0,1,0,1,0,4,11,14,56,102,91,104,125,108,103,90,49,0,862
2008,Male,Incidence,Liver cancer,4,0,0,2,2,2,4,14,15,50,112,118,109,123,126,136,106,69,0,992
2009,Male,Incidence,Liver cancer,9,1,0,1,2,4,0,6,18,53,115,116,121,137,128,136,96,58,0,1001
2010,Male,Incidence,Liver cancer,6,0,0,0,1,3,3,7,18,62,117,143,127,121,132,130,99,53,0,1022
2011,Male,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1968,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1969,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1970,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1971,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1972,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1973,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1974,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1975,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1976,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1977,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1978,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1979,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1980,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1981,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1982,Female,Incidence,Liver cancer,2,1,1,0,0,2,1,0,3,6,4,3,4,8,9,11,4,2,0,61
1983,Female,Incidence,Liver cancer,1,0,0,0,0,0,0,0,0,6,4,4,4,8,7,4,5,5,0,48
1984,Female,Incidence,Liver cancer,3,0,0,1,0,0,1,1,2,0,2,4,5,13,13,12,5,1,0,63
1985,Female,Incidence,Liver cancer,1,0,1,0,1,2,1,4,3,2,4,7,6,12,8,7,8,2,0,69
1986,Female,Incidence,Liver cancer,2,1,0,1,2,0,3,2,5,4,7,8,7,16,7,4,9,10,0,88
1987,Female,Incidence,Liver cancer,2,0,0,0,0,0,2,1,0,8,6,10,14,6,15,8,5,9,0,86
1988,Female,Incidence,Liver cancer,0,1,0,1,1,2,1,4,1,2,4,7,6,14,9,12,6,4,0,75
1989,Female,Incidence,Liver cancer,2,2,2,0,1,0,0,1,5,3,5,10,13,12,12,8,7,5,0,88
1990,Female,Incidence,Liver cancer,3,0,0,0,0,3,1,4,5,3,5,6,14,10,12,15,2,4,0,87
1991,Female,Incidence,Liver cancer,2,0,0,1,2,2,0,3,1,3,5,6,11,14,13,12,13,11,0,99
1992,Female,Incidence,Liver cancer,2,1,0,0,0,1,3,2,3,4,4,5,16,12,21,14,7,11,0,106
1993,Female,Incidence,Liver cancer,3,0,0,0,1,1,1,2,6,4,4,11,11,20,32,19,15,2,0,132
1994,Female,Incidence,Liver cancer,3,0,0,1,0,1,2,3,1,5,2,11,12,14,35,19,17,21,0,147
1995,Female,Incidence,Liver cancer,2,0,0,1,0,3,2,5,5,1,9,14,14,23,24,19,6,13,0,141
1996,Female,Incidence,Liver cancer,5,0,0,0,0,2,3,3,2,5,7,7,13,28,21,22,11,16,0,145
1997,Female,Incidence,Liver cancer,2,0,0,0,0,2,2,1,5,4,11,7,14,14,32,29,20,16,0,159
1998,Female,Incidence,Liver cancer,5,0,0,2,0,3,2,5,6,8,9,6,13,21,23,27,18,15,0,163
1999,Female,Incidence,Liver cancer,1,0,0,0,1,1,1,6,4,4,14,14,14,22,36,32,23,24,0,197
2000,Female,Incidence,Liver cancer,3,0,2,0,1,2,0,0,2,9,14,13,17,25,40,35,29,19,0,211
2001,Female,Incidence,Liver cancer,4,1,0,0,0,1,3,5,8,9,12,21,22,23,36,47,32,32,0,256
2002,Female,Incidence,Liver cancer,3,0,1,0,0,0,2,4,7,13,9,15,27,33,33,43,26,32,0,248
2003,Female,Incidence,Liver cancer,5,0,2,1,2,2,1,4,6,10,15,20,16,31,35,48,45,39,0,282
2004,Female,Incidence,Liver cancer,2,1,0,0,0,2,1,3,3,13,19,22,31,29,50,49,43,42,0,310
2005,Female,Incidence,Liver cancer,4,0,1,2,1,0,2,4,3,13,18,23,28,31,42,70,69,52,0,363
2006,Female,Incidence,Liver cancer,1,0,0,1,0,3,3,2,6,14,25,28,26,36,56,50,44,48,0,343
2007,Female,Incidence,Liver cancer,3,1,0,2,0,1,0,3,7,8,18,20,36,32,49,45,66,52,0,343
2008,Female,Incidence,Liver cancer,6,1,0,1,4,2,1,6,6,14,23,22,40,43,46,52,52,48,0,367
2009,Female,Incidence,Liver cancer,4,1,3,0,4,3,4,2,7,18,26,27,40,30,49,56,60,57,0,391
2010,Female,Incidence,Liver cancer,4,1,1,0,1,2,2,2,4,13,20,30,42,38,48,55,47,70,0,380
2011,Female,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1968,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1969,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1970,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1971,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1972,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1973,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1974,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1975,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1976,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1977,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1978,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1979,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1980,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1981,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1982,Persons,Incidence,Liver cancer,4,2,1,2,2,2,4,1,5,16,29,19,30,39,30,28,8,7,0,229
1983,Persons,Incidence,Liver cancer,3,0,0,0,0,0,2,3,8,12,21,24,34,33,27,18,12,10,0,207
1984,Persons,Incidence,Liver cancer,5,0,0,1,0,3,4,4,7,4,13,25,32,36,36,33,18,5,0,226
1985,Persons,Incidence,Liver cancer,6,0,1,1,2,4,2,7,4,10,16,25,38,48,27,29,12,3,0,235
1986,Persons,Incidence,Liver cancer,2,1,0,1,4,2,3,5,7,11,25,29,54,53,46,21,23,10,0,297
1987,Persons,Incidence,Liver cancer,5,0,0,0,0,1,8,6,5,15,16,33,48,51,58,25,22,15,0,308
1988,Persons,Incidence,Liver cancer,2,1,0,1,2,4,5,6,10,10,18,22,44,58,42,40,24,13,0,302
1989,Persons,Incidence,Liver cancer,5,2,2,0,3,1,5,7,9,10,15,41,62,62,56,33,22,8,0,343
1990,Persons,Incidence,Liver cancer,6,0,0,0,1,5,6,7,11,18,24,32,57,58,59,40,23,9,0,356
1991,Persons,Incidence,Liver cancer,4,0,1,4,2,4,8,9,13,17,27,26,56,76,60,44,22,18,0,391
1992,Persons,Incidence,Liver cancer,2,1,1,0,1,4,5,9,15,18,30,35,67,76,72,57,35,21,0,449
1993,Persons,Incidence,Liver cancer,5,1,1,0,1,2,6,7,19,20,33,46,62,87,108,52,31,20,0,501
1994,Persons,Incidence,Liver cancer,8,0,1,1,2,2,8,9,13,20,31,44,49,94,113,63,38,32,0,528
1995,Persons,Incidence,Liver cancer,8,0,0,1,0,3,4,10,17,18,32,50,73,85,94,73,25,25,0,518
1996,Persons,Incidence,Liver cancer,9,0,2,1,0,6,5,11,13,25,29,47,58,114,108,78,32,34,0,572
1997,Persons,Incidence,Liver cancer,7,2,0,0,1,3,4,9,23,21,36,38,73,108,126,83,46,41,0,621
1998,Persons,Incidence,Liver cancer,12,3,1,3,0,7,7,9,25,30,32,60,76,100,107,90,46,24,0,632
1999,Persons,Incidence,Liver cancer,4,0,1,0,4,4,5,10,22,25,40,62,72,116,119,120,59,44,0,707
2000,Persons,Incidence,Liver cancer,7,0,2,0,1,2,2,7,18,40,56,78,82,127,148,110,72,42,0,794
2001,Persons,Incidence,Liver cancer,10,1,0,2,0,2,10,15,24,47,67,71,93,101,142,152,90,59,0,886
2002,Persons,Incidence,Liver cancer,6,0,1,0,0,1,3,15,36,50,60,73,99,127,134,150,82,67,0,904
2003,Persons,Incidence,Liver cancer,10,1,4,4,3,3,3,12,27,49,69,80,82,127,137,143,108,64,0,926
2004,Persons,Incidence,Liver cancer,5,2,0,1,2,2,4,10,17,59,83,90,113,132,157,141,121,79,0,1018
2005,Persons,Incidence,Liver cancer,7,0,2,3,1,3,5,11,18,79,97,100,133,123,151,177,128,88,0,1126
2006,Persons,Incidence,Liver cancer,9,0,2,2,1,6,6,9,25,68,111,111,147,140,164,177,128,101,0,1207
2007,Persons,Incidence,Liver cancer,6,1,1,2,1,1,4,14,21,64,120,111,140,157,157,148,156,101,0,1205
2008,Persons,Incidence,Liver cancer,10,1,0,3,6,4,5,20,21,64,135,140,149,166,172,188,158,117,0,1359
2009,Persons,Incidence,Liver cancer,13,2,3,1,6,7,4,8,25,71,141,143,161,167,177,191,156,115,0,1391
2010,Persons,Incidence,Liver cancer,10,1,1,1,2,4,5,9,22,75,137,173,170,159,180,184,146,123,0,1402
2011,Persons,Incidence,Liver cancer,,,,,,,,,,,,,,,,,,,,0
1968,Male,Mortality,Liver cancer,0,1,1,0,0,0,0,2,4,7,7,18,11,7,7,9,3,3,0,80
1969,Male,Mortality,Liver cancer,2,0,0,0,0,0,0,2,3,4,4,11,8,13,11,8,5,2,0,73
1970,Male,Mortality,Liver cancer,1,0,0,1,0,1,1,1,3,5,10,12,16,12,11,8,1,3,0,86
1971,Male,Mortality,Liver cancer,1,0,0,0,2,1,0,0,0,6,7,11,13,13,10,10,7,2,0,83
1972,Male,Mortality,Liver cancer,2,0,1,0,1,1,2,4,5,4,5,12,27,16,17,8,4,1,1,111
1973,Male,Mortality,Liver cancer,0,1,1,2,0,0,0,1,2,3,5,9,14,17,20,11,3,3,0,92
1974,Male,Mortality,Liver cancer,0,2,0,0,0,2,0,2,0,3,11,15,21,12,20,5,4,6,0,103
1975,Male,Mortality,Liver cancer,0,0,0,0,0,0,0,0,1,3,6,6,14,18,16,8,9,4,0,85
1976,Male,Mortality,Liver cancer,0,0,1,1,0,2,0,3,1,5,7,15,14,23,14,9,4,3,0,102
1977,Male,Mortality,Liver cancer,2,0,2,0,1,1,2,0,1,5,7,18,17,30,22,10,8,1,0,127
1978,Male,Mortality,Liver cancer,1,0,0,0,0,2,1,1,9,4,11,17,21,23,19,13,4,3,0,129
1979,Male,Mortality,Liver cancer,0,0,0,0,0,2,0,2,1,4,7,26,25,34,41,17,11,5,0,175
1980,Male,Mortality,Liver cancer,0,0,1,0,1,2,0,2,4,5,8,21,24,31,22,14,13,8,0,156
1981,Male,Mortality,Liver cancer,1,0,0,0,1,0,0,4,8,10,11,19,24,41,24,30,11,8,0,192
1982,Male,Mortality,Liver cancer,2,0,0,0,1,1,1,3,5,9,17,16,19,44,24,30,10,3,0,185
1983,Male,Mortality,Liver cancer,0,0,0,0,1,1,1,5,5,7,21,31,37,27,31,39,13,6,0,225
1984,Male,Mortality,Liver cancer,1,0,0,1,2,0,5,2,8,6,21,20,38,33,25,28,18,3,0,211
1985,Male,Mortality,Liver cancer,0,0,0,0,0,1,3,4,1,4,14,27,44,42,38,29,11,6,0,224
1986,Male,Mortality,Liver cancer,2,0,0,0,2,2,0,3,3,3,16,20,34,39,42,26,14,6,0,212
1987,Male,Mortality,Liver cancer,1,0,0,0,0,1,1,5,7,2,11,30,44,49,36,30,17,9,0,243
1988,Male,Mortality,Liver cancer,0,0,0,0,3,0,2,2,6,5,11,20,37,46,43,36,19,14,0,244
1989,Male,Mortality,Liver cancer,0,0,0,0,0,1,5,3,7,11,10,22,54,55,52,30,20,6,0,276
1990,Male,Mortality,Liver cancer,0,0,0,0,0,0,3,4,7,13,21,26,37,46,55,36,19,11,0,278
1991,Male,Mortality,Liver cancer,0,0,0,0,2,3,7,6,6,15,25,19,33,62,56,40,18,5,0,297
1992,Male,Mortality,Liver cancer,0,0,0,0,0,2,0,6,9,9,18,26,52,61,68,43,23,15,0,332
1993,Male,Mortality,Liver cancer,0,0,2,0,0,0,3,2,7,13,34,31,43,64,76,42,19,18,0,354
1994,Male,Mortality,Liver cancer,0,0,0,0,0,1,4,6,9,14,21,29,35,65,66,57,33,18,0,358
1995,Male,Mortality,Liver cancer,2,1,1,0,0,0,2,2,10,13,20,29,65,60,77,50,28,27,0,387
1996,Male,Mortality,Liver cancer,1,1,0,0,0,0,5,2,14,15,14,31,41,77,88,59,27,22,0,397
1997,Male,Mortality,Liver cancer,0,1,0,1,0,2,1,7,14,14,22,39,55,82,94,56,31,35,0,454
1998,Male,Mortality,Liver cancer,0,1,1,0,1,0,2,3,20,9,21,36,58,73,80,66,41,13,0,425
1999,Male,Mortality,Liver cancer,1,0,0,0,0,3,3,1,9,17,17,44,42,79,85,80,42,26,0,449
2000,Male,Mortality,Liver cancer,0,0,2,1,2,1,6,2,9,20,32,36,52,84,100,79,55,32,0,513
2001,Male,Mortality,Liver cancer,0,0,1,1,2,0,3,8,11,26,36,49,66,69,94,95,45,32,0,538
2002,Male,Mortality,Liver cancer,4,0,0,1,0,0,6,2,6,21,31,42,57,66,117,88,60,48,0,549
2003,Male,Mortality,Liver cancer,0,1,0,0,0,1,0,9,18,28,43,49,52,87,95,119,71,31,0,604
2004,Male,Mortality,Liver cancer,0,0,1,0,2,0,3,6,14,20,53,39,70,79,96,77,68,40,0,568
2005,Male,Mortality,Liver cancer,2,0,0,1,0,1,2,3,11,35,49,47,64,84,91,97,67,46,0,600
2006,Male,Mortality,Liver cancer,2,0,0,1,0,3,5,5,17,39,41,55,87,83,93,124,90,68,0,713
2007,Male,Mortality,Liver cancer,0,0,1,0,0,2,4,6,9,37,69,75,88,91,94,117,93,57,0,743
2008,Male,Mortality,Liver cancer,2,0,1,0,2,0,2,5,7,36,71,83,67,103,95,115,116,81,0,786
2009,Male,Mortality,Liver cancer,2,0,1,1,0,1,0,4,9,29,74,91,89,130,129,138,111,83,0,892
2010,Male,Mortality,Liver cancer,2,0,0,1,1,3,4,5,6,27,74,104,100,117,134,127,110,77,0,892
2011,Male,Mortality,Liver cancer,0,2,0,0,1,0,4,10,13,45,80,112,132,114,138,136,117,76,0,980
1968,Female,Mortality,Liver cancer,0,0,0,0,0,0,1,0,4,1,3,1,4,7,5,5,5,1,0,37
1969,Female,Mortality,Liver cancer,1,0,0,0,1,0,1,0,1,2,2,4,6,5,6,5,6,5,0,45
1970,Female,Mortality,Liver cancer,1,1,1,0,2,0,0,2,1,1,4,3,6,7,6,6,4,2,0,47
1971,Female,Mortality,Liver cancer,2,0,1,2,1,0,0,0,3,2,3,4,3,5,3,7,7,5,0,48
1972,Female,Mortality,Liver cancer,1,0,1,1,1,2,0,1,1,3,4,10,6,4,6,7,3,5,0,56
1973,Female,Mortality,Liver cancer,1,0,1,0,0,2,1,0,1,3,3,6,7,7,6,7,4,6,0,55
1974,Female,Mortality,Liver cancer,2,0,0,0,0,1,0,0,0,0,1,4,8,4,9,8,7,2,0,46
1975,Female,Mortality,Liver cancer,0,0,0,0,0,0,0,0,1,3,2,3,6,13,8,4,4,5,0,49
1976,Female,Mortality,Liver cancer,1,0,0,0,0,0,2,2,1,2,4,5,7,6,10,13,8,10,0,71
1977,Female,Mortality,Liver cancer,0,1,0,1,0,1,1,1,2,2,4,9,8,5,2,9,8,5,0,59
1978,Female,Mortality,Liver cancer,0,1,0,1,0,1,1,1,0,1,6,5,5,15,11,8,3,4,0,63
1979,Female,Mortality,Liver cancer,0,0,0,0,0,0,0,0,3,4,4,5,13,12,12,23,12,10,0,98
1980,Female,Mortality,Liver cancer,2,0,0,1,0,0,0,4,3,2,2,7,7,9,14,11,6,11,0,79
1981,Female,Mortality,Liver cancer,0,0,0,0,0,0,0,1,1,2,4,2,13,17,13,12,13,6,0,84
1982,Female,Mortality,Liver cancer,1,0,0,0,0,1,1,1,4,7,6,7,13,9,15,10,12,10,0,97
1983,Female,Mortality,Liver cancer,1,0,0,0,0,0,1,0,2,6,6,8,14,18,12,10,11,11,0,100
1984,Female,Mortality,Liver cancer,0,0,0,0,0,0,2,0,0,4,3,16,10,19,22,15,17,14,0,122
1985,Female,Mortality,Liver cancer,0,0,0,0,0,0,2,1,1,3,4,13,6,18,12,19,9,11,0,99
1986,Female,Mortality,Liver cancer,2,0,1,0,1,1,2,2,2,3,4,9,11,19,13,9,14,12,0,105
1987,Female,Mortality,Liver cancer,1,0,0,0,2,0,0,2,5,4,10,9,11,15,19,12,13,19,0,122
1988,Female,Mortality,Liver cancer,1,1,0,0,0,1,1,3,1,5,11,10,11,22,26,22,10,5,0,130
1989,Female,Mortality,Liver cancer,2,0,0,0,0,1,2,3,4,4,7,13,11,17,19,21,13,9,0,126
1990,Female,Mortality,Liver cancer,0,0,0,0,0,2,0,2,4,2,9,5,22,12,18,15,11,9,0,111
1991,Female,Mortality,Liver cancer,0,0,0,0,0,1,1,2,0,3,5,9,19,19,23,26,9,17,0,134
1992,Female,Mortality,Liver cancer,0,0,0,0,1,1,1,2,5,0,8,8,9,24,28,19,13,17,0,136
1993,Female,Mortality,Liver cancer,0,0,0,0,1,1,3,3,1,6,5,7,12,22,26,22,17,21,0,147
1994,Female,Mortality,Liver cancer,0,0,0,0,1,1,1,2,7,4,3,12,16,20,33,34,33,29,0,196
1995,Female,Mortality,Liver cancer,0,0,0,1,1,3,2,3,5,2,13,9,18,30,36,20,21,28,0,192
1996,Female,Mortality,Liver cancer,1,0,0,0,0,1,0,3,4,3,8,10,17,29,33,29,22,21,0,181
1997,Female,Mortality,Liver cancer,0,0,0,0,0,0,4,0,4,5,9,10,20,21,43,36,33,24,0,209
1998,Female,Mortality,Liver cancer,1,0,0,0,0,3,2,4,3,7,9,8,15,29,31,41,26,27,0,206
1999,Female,Mortality,Liver cancer,0,0,0,0,0,2,1,3,5,8,6,9,21,27,38,48,37,36,0,241
2000,Female,Mortality,Liver cancer,0,0,0,0,1,1,1,2,4,6,14,13,19,26,26,38,39,39,0,229
2001,Female,Mortality,Liver cancer,0,0,0,0,0,1,1,2,4,9,14,13,20,27,31,43,34,41,0,240
2002,Female,Mortality,Liver cancer,1,1,1,0,0,1,1,3,5,9,13,15,19,31,51,58,44,48,0,301
2003,Female,Mortality,Liver cancer,1,0,0,0,1,0,2,1,4,9,15,16,29,31,28,60,47,45,0,289
2004,Female,Mortality,Liver cancer,0,0,0,1,1,4,1,2,3,13,13,17,27,39,46,63,55,44,0,329
2005,Female,Mortality,Liver cancer,1,0,1,1,0,1,1,4,1,5,17,16,26,32,44,68,61,74,0,353
2006,Female,Mortality,Liver cancer,0,0,0,0,0,1,1,0,6,11,19,19,31,39,43,61,50,68,0,349
2007,Female,Mortality,Liver cancer,0,0,0,0,1,3,1,1,6,11,13,21,38,38,65,56,74,74,0,402
2008,Female,Mortality,Liver cancer,0,1,0,0,0,0,2,4,3,8,18,34,32,42,54,67,72,72,0,409
2009,Female,Mortality,Liver cancer,1,0,0,0,3,2,0,3,6,13,21,22,53,38,46,72,74,89,0,443
2010,Female,Mortality,Liver cancer,0,1,1,0,3,0,1,7,4,12,17,18,38,49,65,55,77,91,0,439
2011,Female,Mortality,Liver cancer,1,1,0,0,1,0,0,4,3,8,15,27,25,45,57,78,79,99,0,443
1968,Persons,Mortality,Liver cancer,0,1,1,0,0,0,1,2,8,8,10,19,15,14,12,14,8,4,0,117
1969,Persons,Mortality,Liver cancer,3,0,0,0,1,0,1,2,4,6,6,15,14,18,17,13,11,7,0,118
1970,Persons,Mortality,Liver cancer,2,1,1,1,2,1,1,3,4,6,14,15,22,19,17,14,5,5,0,133
1971,Persons,Mortality,Liver cancer,3,0,1,2,3,1,0,0,3,8,10,15,16,18,13,17,14,7,0,131
1972,Persons,Mortality,Liver cancer,3,0,2,1,2,3,2,5,6,7,9,22,33,20,23,15,7,6,1,167
1973,Persons,Mortality,Liver cancer,1,1,2,2,0,2,1,1,3,6,8,15,21,24,26,18,7,9,0,147
1974,Persons,Mortality,Liver cancer,2,2,0,0,0,3,0,2,0,3,12,19,29,16,29,13,11,8,0,149
1975,Persons,Mortality,Liver cancer,0,0,0,0,0,0,0,0,2,6,8,9,20,31,24,12,13,9,0,134
1976,Persons,Mortality,Liver cancer,1,0,1,1,0,2,2,5,2,7,11,20,21,29,24,22,12,13,0,173
1977,Persons,Mortality,Liver cancer,2,1,2,1,1,2,3,1,3,7,11,27,25,35,24,19,16,6,0,186
1978,Persons,Mortality,Liver cancer,1,1,0,1,0,3,2,2,9,5,17,22,26,38,30,21,7,7,0,192
1979,Persons,Mortality,Liver cancer,0,0,0,0,0,2,0,2,4,8,11,31,38,46,53,40,23,15,0,273
1980,Persons,Mortality,Liver cancer,2,0,1,1,1,2,0,6,7,7,10,28,31,40,36,25,19,19,0,235
1981,Persons,Mortality,Liver cancer,1,0,0,0,1,0,0,5,9,12,15,21,37,58,37,42,24,14,0,276
1982,Persons,Mortality,Liver cancer,3,0,0,0,1,2,2,4,9,16,23,23,32,53,39,40,22,13,0,282
1983,Persons,Mortality,Liver cancer,1,0,0,0,1,1,2,5,7,13,27,39,51,45,43,49,24,17,0,325
1984,Persons,Mortality,Liver cancer,1,0,0,1,2,0,7,2,8,10,24,36,48,52,47,43,35,17,0,333
1985,Persons,Mortality,Liver cancer,0,0,0,0,0,1,5,5,2,7,18,40,50,60,50,48,20,17,0,323
1986,Persons,Mortality,Liver cancer,4,0,1,0,3,3,2,5,5,6,20,29,45,58,55,35,28,18,0,317
1987,Persons,Mortality,Liver cancer,2,0,0,0,2,1,1,7,12,6,21,39,55,64,55,42,30,28,0,365
1988,Persons,Mortality,Liver cancer,1,1,0,0,3,1,3,5,7,10,22,30,48,68,69,58,29,19,0,374
1989,Persons,Mortality,Liver cancer,2,0,0,0,0,2,7,6,11,15,17,35,65,72,71,51,33,15,0,402
1990,Persons,Mortality,Liver cancer,0,0,0,0,0,2,3,6,11,15,30,31,59,58,73,51,30,20,0,389
1991,Persons,Mortality,Liver cancer,0,0,0,0,2,4,8,8,6,18,30,28,52,81,79,66,27,22,0,431
1992,Persons,Mortality,Liver cancer,0,0,0,0,1,3,1,8,14,9,26,34,61,85,96,62,36,32,0,468
1993,Persons,Mortality,Liver cancer,0,0,2,0,1,1,6,5,8,19,39,38,55,86,102,64,36,39,0,501
1994,Persons,Mortality,Liver cancer,0,0,0,0,1,2,5,8,16,18,24,41,51,85,99,91,66,47,0,554
1995,Persons,Mortality,Liver cancer,2,1,1,1,1,3,4,5,15,15,33,38,83,90,113,70,49,55,0,579
1996,Persons,Mortality,Liver cancer,2,1,0,0,0,1,5,5,18,18,22,41,58,106,121,88,49,43,0,578
